x,y,z,Class,type,className,color
-11.460628,5.728274,7.7744107,2,train,Hindi,#0F10EA
-0.22461154,-22.948553,-10.651587,2,train,Hindi,#0F10EA
-15.927321,-0.6903946,3.1987832,2,train,Hindi,#0F10EA
0.75142545,10.289215,3.2352917,2,train,Hindi,#0F10EA
6.8529873,-14.423058,-3.506775,2,train,Hindi,#0F10EA
-5.2642198,12.704316,-22.109064,2,train,Hindi,#0F10EA
6.922589,-9.016997,2.7927015,2,train,Hindi,#0F10EA
-1.3329273,14.918002,10.46058,2,train,Hindi,#0F10EA
4.3105307,-13.607102,25.331867,2,train,Hindi,#0F10EA
13.464076,-4.5354424,22.637863,2,train,Hindi,#0F10EA
16.46403,-5.9729805,12.6703005,2,train,Hindi,#0F10EA
-1.7433244,6.8707166,-17.640621,2,train,Hindi,#0F10EA
3.7328541,-13.697395,25.191349,2,train,Hindi,#0F10EA
-9.735471,4.4697204,2.5460277,2,train,Hindi,#0F10EA
-29.317709,7.0412006,2.567453,2,train,Hindi,#0F10EA
-26.010523,4.475843,-0.87461334,2,train,Hindi,#0F10EA
-7.840139,-8.09983,5.3558016,2,train,Hindi,#0F10EA
-8.95384,-0.63528895,-25.136978,2,train,Hindi,#0F10EA
0.03219454,-6.1023717,-10.707138,2,train,Hindi,#0F10EA
-8.295204,6.0760384,6.1063156,2,train,Hindi,#0F10EA
9.442131,-11.050006,7.520716,2,train,Hindi,#0F10EA
2.487356,-25.911463,9.010557,2,train,Hindi,#0F10EA
5.4111176,12.882412,2.9277465,2,train,Hindi,#0F10EA
0.2477224,-6.457735,-10.478734,2,train,Hindi,#0F10EA
3.4340692,-23.072237,2.5584173,2,train,Hindi,#0F10EA
13.562684,1.194779,22.669092,2,train,Hindi,#0F10EA
-0.7065776,-32.071804,-1.4756591,2,train,Hindi,#0F10EA
4.0155697,18.656902,-10.0489235,2,train,Hindi,#0F10EA
-7.8919134,-8.465038,12.126597,2,train,Hindi,#0F10EA
12.262313,-17.024553,-6.310183,2,train,Hindi,#0F10EA
10.233557,-1.6366804,24.03567,2,train,Hindi,#0F10EA
-6.5334783,1.7602124,7.1694684,2,train,Hindi,#0F10EA
6.095852,24.974094,-0.7508121,2,train,Hindi,#0F10EA
-6.530832,9.267492,-4.6753626,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
-2.2905524,-5.3397355,-4.697354,2,train,Hindi,#0F10EA
-1.4800856,14.616737,10.409809,2,train,Hindi,#0F10EA
-4.4339924,4.6720033,-15.101022,2,train,Hindi,#0F10EA
-4.4563107,21.774458,0.42460862,2,train,Hindi,#0F10EA
-1.5433067,-0.15676239,-25.856567,2,train,Hindi,#0F10EA
-8.705907,1.8110795,4.9360776,2,train,Hindi,#0F10EA
2.3365958,-17.095259,7.1824327,2,train,Hindi,#0F10EA
-8.815361,-0.42812175,-25.308971,2,train,Hindi,#0F10EA
24.975601,-8.521576,-0.059423193,2,train,Hindi,#0F10EA
6.9151435,2.1760898,28.819998,2,train,Hindi,#0F10EA
11.7179365,1.6522431,-7.3070955,2,train,Hindi,#0F10EA
10.730317,-5.0356274,-3.6170561,2,train,Hindi,#0F10EA
3.4630196,-2.775005,0.48614413,2,train,Hindi,#0F10EA
-1.717155,-1.8044899,-9.373476,2,train,Hindi,#0F10EA
14.23974,-5.8620358,-9.380557,2,train,Hindi,#0F10EA
15.094463,-1.8850738,24.365692,2,train,Hindi,#0F10EA
14.065195,-2.8626342,-15.537335,2,train,Hindi,#0F10EA
-18.608662,2.1739573,5.844005,2,train,Hindi,#0F10EA
14.901034,-4.2037473,23.372118,2,train,Hindi,#0F10EA
21.254,-14.643127,1.9477023,2,train,Hindi,#0F10EA
-1.6678809,-7.488531,-11.588535,2,train,Hindi,#0F10EA
-6.918111,3.9838276,-26.554764,2,train,Hindi,#0F10EA
12.650728,-0.87877256,22.189663,2,train,Hindi,#0F10EA
8.986188,-0.44057,23.64269,2,train,Hindi,#0F10EA
6.5414214,-27.294027,-2.1867676,2,train,Hindi,#0F10EA
0.5993361,-8.851911,-7.977084,2,train,Hindi,#0F10EA
-29.317709,7.0412006,2.567453,2,train,Hindi,#0F10EA
0.045886613,-7.21716,-10.574774,2,train,Hindi,#0F10EA
-12.311663,5.8949385,-11.740675,2,train,Hindi,#0F10EA
-12.484558,4.488572,2.7347724,2,train,Hindi,#0F10EA
-6.868802,9.349522,-4.4524508,2,train,Hindi,#0F10EA
4.8742304,-11.213034,-12.1855345,2,train,Hindi,#0F10EA
18.01587,-0.89184064,18.295738,2,train,Hindi,#0F10EA
-11.752998,4.580993,5.179855,2,train,Hindi,#0F10EA
-9.527971,12.476688,3.4004765,2,train,Hindi,#0F10EA
27.4182,2.864753,2.5231469,2,train,Hindi,#0F10EA
8.179558,7.548446,10.740387,2,train,Hindi,#0F10EA
-9.188386,13.445355,-1.1158056,2,train,Hindi,#0F10EA
2.8096755,-5.7168493,-12.987707,2,train,Hindi,#0F10EA
-2.9973783,-25.037033,3.0781481,2,train,Hindi,#0F10EA
-4.827274,4.4144454,3.800783,2,train,Hindi,#0F10EA
-11.101382,13.180431,-11.301094,2,train,Hindi,#0F10EA
21.672962,-17.35699,-0.07634736,2,train,Hindi,#0F10EA
8.443926,-10.339857,10.514761,2,train,Hindi,#0F10EA
0.27366838,-17.674316,14.271289,2,train,Hindi,#0F10EA
-2.271084,-5.4657006,-5.3203006,2,train,Hindi,#0F10EA
-5.5599604,18.386671,7.25523,2,train,Hindi,#0F10EA
1.1071787,-8.86038,-5.1152067,2,train,Hindi,#0F10EA
-0.049917493,-9.986082,9.232532,2,train,Hindi,#0F10EA
-8.656837,8.346318,-4.127107,2,train,Hindi,#0F10EA
12.78588,-0.6186207,21.966372,2,train,Hindi,#0F10EA
-10.527899,-0.15002772,-20.292763,2,train,Hindi,#0F10EA
-2.5154364,-22.934011,14.534503,2,train,Hindi,#0F10EA
11.159012,-14.589356,-2.2962267,2,train,Hindi,#0F10EA
27.601257,5.322271,1.6456225,2,train,Hindi,#0F10EA
-12.388539,6.1080127,17.61048,2,train,Hindi,#0F10EA
10.486769,9.061135,-19.315722,2,train,Hindi,#0F10EA
6.6452923,25.003105,1.5551025,2,train,Hindi,#0F10EA
-13.431174,-0.9013474,-27.087723,2,train,Hindi,#0F10EA
3.031781,-0.074213944,-22.95728,2,train,Hindi,#0F10EA
5.507692,18.103056,-10.827031,2,train,Hindi,#0F10EA
-6.9212313,9.640739,6.072479,2,train,Hindi,#0F10EA
16.695599,3.6413019,-11.33085,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
-7.6040072,6.3239474,0.35559675,2,train,Hindi,#0F10EA
2.0524874,0.042764295,8.016844,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
3.065135,-8.860636,6.4631085,2,train,Hindi,#0F10EA
-16.26566,-5.3241496,-17.825777,2,train,Hindi,#0F10EA
3.2503455,0.31639126,2.8174846,2,train,Hindi,#0F10EA
-10.5562725,10.893337,0.3477589,2,train,Hindi,#0F10EA
-7.4844995,2.5367346,1.805144,2,train,Hindi,#0F10EA
4.5929484,-1.1834558,-6.630183,2,train,Hindi,#0F10EA
-28.833391,6.5413184,-1.8941478,2,train,Hindi,#0F10EA
18.141813,-0.4512728,17.819094,2,train,Hindi,#0F10EA
-0.99403685,7.240084,-4.699128,2,train,Hindi,#0F10EA
0.8455477,17.78352,9.640546,2,train,Hindi,#0F10EA
-5.939718,-12.308803,-2.218148,2,train,Hindi,#0F10EA
0.63480264,-22.223637,-13.427311,2,train,Hindi,#0F10EA
-15.43665,-0.23648374,1.8384949,2,train,Hindi,#0F10EA
7.1735926,-4.7963805,-5.306104,2,train,Hindi,#0F10EA
8.2339735,-11.228216,7.178346,2,train,Hindi,#0F10EA
-29.23518,6.4154673,-0.16758053,2,train,Hindi,#0F10EA
-13.42941,5.6705265,-4.2531157,2,train,Hindi,#0F10EA
-5.866322,5.467475,0.16451779,2,train,Hindi,#0F10EA
-28.833391,6.5413184,-1.8941478,2,train,Hindi,#0F10EA
6.4588075,-4.78098,8.883691,2,train,Hindi,#0F10EA
13.724937,-5.8422184,7.599575,2,train,Hindi,#0F10EA
4.86975,-12.693048,15.583839,2,train,Hindi,#0F10EA
16.075476,0.65361863,8.900772,2,train,Hindi,#0F10EA
1.7090868,8.483876,-3.726421,2,train,Hindi,#0F10EA
18.426012,2.682033,6.824848,2,train,Hindi,#0F10EA
-0.74798465,7.0379343,4.5281186,2,train,Hindi,#0F10EA
-1.1682564,8.847585,0.16309045,2,train,Hindi,#0F10EA
-3.4582658,9.158121,11.256878,2,train,Hindi,#0F10EA
-16.810396,0.43235615,-17.159418,2,train,Hindi,#0F10EA
6.976009,-25.593855,-2.25699,2,train,Hindi,#0F10EA
15.584931,-3.6711655,23.652176,2,train,Hindi,#0F10EA
-0.5999881,5.236231,-6.5042205,2,train,Hindi,#0F10EA
0.89005154,11.114423,-8.548639,2,train,Hindi,#0F10EA
19.118046,14.680707,-0.75992185,2,train,Hindi,#0F10EA
-17.408037,-0.5943378,1.8958944,2,train,Hindi,#0F10EA
-6.197616,14.329918,10.287082,2,train,Hindi,#0F10EA
-7.883876,8.567227,-2.3756912,2,train,Hindi,#0F10EA
0.9392911,-11.019381,30.637026,2,train,Hindi,#0F10EA
13.762437,1.6376202,-11.338858,2,train,Hindi,#0F10EA
-14.905302,-10.561942,8.201057,2,train,Hindi,#0F10EA
-10.139475,10.372224,-0.6780377,2,train,Hindi,#0F10EA
19.834599,-2.8762522,1.4831753,2,train,Hindi,#0F10EA
-1.5397391,-22.32457,7.6953993,2,train,Hindi,#0F10EA
11.821047,-17.015936,-11.502217,2,train,Hindi,#0F10EA
-8.303262,10.3796215,3.839483,2,train,Hindi,#0F10EA
-6.778247,7.195359,-23.946795,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
-3.1819808,14.441487,-2.1690707,2,train,Hindi,#0F10EA
-7.69236,5.0142565,13.930934,2,train,Hindi,#0F10EA
-6.4261804,1.1458064,-18.953093,2,train,Hindi,#0F10EA
-7.8217936,6.43732,-13.239006,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
-29.510105,-6.32745,4.3271866,2,train,Hindi,#0F10EA
-0.16850848,-10.013926,6.416804,2,train,Hindi,#0F10EA
6.9108796,-7.514509,-0.91572446,2,train,Hindi,#0F10EA
-2.4740605,-19.513231,14.312446,2,train,Hindi,#0F10EA
-0.07590255,-2.2732668,-5.503641,2,train,Hindi,#0F10EA
-1.6074318,-1.5311652,-20.244427,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
10.218727,13.726767,5.079719,2,train,Hindi,#0F10EA
-28.833391,6.5413184,-1.8941478,2,train,Hindi,#0F10EA
12.5853815,6.883649,-1.8805621,2,train,Hindi,#0F10EA
2.6674104,4.014685,14.737712,2,train,Hindi,#0F10EA
6.248167,-19.851841,5.023149,2,train,Hindi,#0F10EA
-4.5721636,8.432972,10.390135,2,train,Hindi,#0F10EA
-6.2330685,-1.0979091,8.419401,2,train,Hindi,#0F10EA
-28.576641,-8.010316,3.4979355,2,train,Hindi,#0F10EA
18.116388,-7.2355256,0.7805399,2,train,Hindi,#0F10EA
-1.4458022,7.3481116,-13.785049,2,train,Hindi,#0F10EA
-17.83585,-2.23432,9.308976,2,train,Hindi,#0F10EA
4.473872,-22.662611,8.288819,2,train,Hindi,#0F10EA
4.0875254,18.078484,-11.53754,2,train,Hindi,#0F10EA
27.16695,2.2173843,2.7595844,2,train,Hindi,#0F10EA
19.24756,6.6134343,7.8421297,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
24.155313,0.46435264,-3.9113352,2,train,Hindi,#0F10EA
-5.470152,3.1993766,5.2827444,2,train,Hindi,#0F10EA
-4.32294,-1.5216343,-4.844146,2,train,Hindi,#0F10EA
9.682936,-17.39709,3.8067777,2,train,Hindi,#0F10EA
14.487785,-9.707313,2.8278618,2,train,Hindi,#0F10EA
-29.23518,6.4154673,-0.16758053,2,train,Hindi,#0F10EA
-28.579939,-3.1133358,6.3666425,2,train,Hindi,#0F10EA
3.2867043,-7.109793,-9.302026,2,train,Hindi,#0F10EA
-28.833391,6.5413184,-1.8941478,2,train,Hindi,#0F10EA
0.8352279,-6.686254,-14.36806,2,train,Hindi,#0F10EA
3.1560948,-4.240319,20.336657,2,train,Hindi,#0F10EA
5.1591535,-11.508346,-15.077003,2,train,Hindi,#0F10EA
5.400777,22.949099,0.364247,2,train,Hindi,#0F10EA
20.715635,-5.479688,-17.215229,2,train,Hindi,#0F10EA
25.636742,-3.9667687,7.109723,2,train,Hindi,#0F10EA
-10.567752,-7.964836,14.93237,2,train,Hindi,#0F10EA
-8.952123,-13.155595,2.8612924,2,train,Hindi,#0F10EA
10.545283,9.497679,-19.351006,2,train,Hindi,#0F10EA
21.180456,2.059733,-3.7007084,2,train,Hindi,#0F10EA
8.917562,-10.54288,10.707381,2,train,Hindi,#0F10EA
5.269987,-7.485438,7.998228,2,train,Hindi,#0F10EA
13.726454,10.4753275,-2.7886326,2,train,Hindi,#0F10EA
5.414431,2.7962387,-11.947259,2,train,Hindi,#0F10EA
-12.569834,3.3318648,8.094352,2,train,Hindi,#0F10EA
-17.46522,-2.172155,-19.578112,2,train,Hindi,#0F10EA
4.0710387,-13.880177,25.10732,2,train,Hindi,#0F10EA
11.689548,-3.4614995,-7.4531584,2,train,Hindi,#0F10EA
-10.585304,-0.5443424,-10.8384905,2,train,Hindi,#0F10EA
1.8902074,24.073874,-1.0004704,2,train,Hindi,#0F10EA
-3.9896295,-21.764072,3.0779352,2,train,Hindi,#0F10EA
15.873099,-7.4086637,3.542605,2,train,Hindi,#0F10EA
-0.42284194,8.796047,24.018095,2,train,Hindi,#0F10EA
-4.9865556,10.40325,4.330564,2,train,Hindi,#0F10EA
11.04824,-14.53729,20.592041,2,train,Hindi,#0F10EA
-17.311378,4.612238,-24.583963,2,train,Hindi,#0F10EA
-1.3526789,-16.569519,5.5021586,2,train,Hindi,#0F10EA
7.0544415,-25.605268,-1.6494159,2,train,Hindi,#0F10EA
21.787548,2.4278944,-6.8010983,2,train,Hindi,#0F10EA
11.132781,2.2829564,16.787636,2,train,Hindi,#0F10EA
3.4749937,8.518443,-4.7128654,2,train,Hindi,#0F10EA
-20.779758,-10.016357,3.3650105,2,train,Hindi,#0F10EA
-5.0188923,8.121454,7.112882,2,train,Hindi,#0F10EA
13.900055,4.293855,0.3278269,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
5.163709,7.9961925,25.51716,2,train,Hindi,#0F10EA
-20.779758,-10.016357,3.3650105,2,train,Hindi,#0F10EA
9.500027,-18.231699,-11.042786,2,train,Hindi,#0F10EA
1.2866224,-10.892914,30.476282,2,train,Hindi,#0F10EA
3.911041,-22.8233,9.900189,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
9.224525,-1.4943069,24.685364,2,train,Hindi,#0F10EA
3.4877548,2.0634496,-23.871912,2,train,Hindi,#0F10EA
17.32829,-17.8215,-6.2105317,2,train,Hindi,#0F10EA
-7.771895,-14.269441,17.467186,2,train,Hindi,#0F10EA
5.561072,-0.15686907,-1.4457729,2,train,Hindi,#0F10EA
17.940916,-10.612755,-16.664762,2,train,Hindi,#0F10EA
-0.6742476,18.107666,7.212034,2,train,Hindi,#0F10EA
18.242393,-4.545061,5.507333,2,train,Hindi,#0F10EA
8.412233,0.9204214,-1.3656114,2,train,Hindi,#0F10EA
0.8075947,-3.564204,-9.336329,2,train,Hindi,#0F10EA
27.605104,5.0201,1.1923087,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
-29.127129,0.4295034,8.752992,2,train,Hindi,#0F10EA
-0.7065776,-32.071804,-1.4756591,2,train,Hindi,#0F10EA
8.852729,-14.135388,22.264742,2,train,Hindi,#0F10EA
11.009106,4.6948657,16.605005,2,train,Hindi,#0F10EA
10.39555,-13.8303385,22.650331,2,train,Hindi,#0F10EA
22.591528,-8.265125,2.7969725,2,train,Hindi,#0F10EA
-1.598386,6.555171,-17.08941,2,train,Hindi,#0F10EA
-4.024984,1.5225295,-28.550894,2,train,Hindi,#0F10EA
-8.626291,15.201713,-4.0431337,2,train,Hindi,#0F10EA
-0.76420665,-27.958033,10.952028,2,train,Hindi,#0F10EA
8.6713915,-4.9515786,-9.491864,2,train,Hindi,#0F10EA
17.569233,-9.522355,-15.905823,2,train,Hindi,#0F10EA
1.8549906,14.604249,2.5542052,2,train,Hindi,#0F10EA
-8.165234,5.4381247,-17.138885,2,train,Hindi,#0F10EA
-12.249929,6.4166183,6.2510123,2,train,Hindi,#0F10EA
14.803308,-0.04764239,-12.067958,2,train,Hindi,#0F10EA
3.6852903,-24.210896,4.1911507,2,train,Hindi,#0F10EA
-4.375757,3.496734,0.6939914,2,train,Hindi,#0F10EA
0.49812368,-26.520788,11.406575,2,train,Hindi,#0F10EA
-26.369898,8.224281,1.908067,2,train,Hindi,#0F10EA
-6.688669,-10.680812,5.2066755,2,train,Hindi,#0F10EA
5.559414,18.082294,-12.04847,2,train,Hindi,#0F10EA
11.748651,-2.4652026,-16.74751,2,train,Hindi,#0F10EA
13.151476,-14.046544,21.706278,2,train,Hindi,#0F10EA
22.329634,-7.9824796,-17.060705,2,train,Hindi,#0F10EA
-18.068968,-3.1255188,-2.3158174,2,train,Hindi,#0F10EA
0.27106142,21.275381,8.305826,2,train,Hindi,#0F10EA
16.209768,-12.760356,6.008894,2,train,Hindi,#0F10EA
-1.2474427,4.97147,17.12495,2,train,Hindi,#0F10EA
-10.776988,9.744933,-19.441378,2,train,Hindi,#0F10EA
-6.856836,7.6139464,8.371069,2,train,Hindi,#0F10EA
-31.720888,6.0289555,-2.798379,2,train,Hindi,#0F10EA
-27.483047,4.1664042,-3.740684,2,train,Hindi,#0F10EA
5.1371145,19.155348,-10.894149,2,train,Hindi,#0F10EA
-1.6290562,14.159025,-22.002066,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
10.522504,-8.674169,17.792297,2,train,Hindi,#0F10EA
-4.4388013,0.3469708,-24.357513,2,train,Hindi,#0F10EA
21.351402,-13.463081,6.5069246,2,train,Hindi,#0F10EA
-27.483047,4.1664042,-3.740684,2,train,Hindi,#0F10EA
5.994783,1.23492,-5.6999574,2,train,Hindi,#0F10EA
3.4352765,25.702002,-1.716555,2,train,Hindi,#0F10EA
-7.271958,13.02971,-1.2983896,2,train,Hindi,#0F10EA
14.742391,-12.992449,-7.0044465,2,train,Hindi,#0F10EA
5.464098,0.40978515,13.94709,2,train,Hindi,#0F10EA
-6.4566407,-0.03099999,5.1596675,2,train,Hindi,#0F10EA
-1.2120237,11.924306,10.472254,2,train,Hindi,#0F10EA
7.896643,15.443771,8.577411,2,train,Hindi,#0F10EA
-18.165585,-2.9789863,8.108727,2,train,Hindi,#0F10EA
1.5712743,-2.9353058,2.1535642,2,train,Hindi,#0F10EA
-17.042545,-0.48292938,-5.3462267,2,train,Hindi,#0F10EA
-0.70186466,-21.895836,9.050176,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
-2.7493198,4.3863077,-21.174662,2,train,Hindi,#0F10EA
-7.1443286,13.187005,-4.420191,2,train,Hindi,#0F10EA
-3.9301176,-17.807394,-5.0266614,2,train,Hindi,#0F10EA
-14.2813,0.23211482,6.3091645,2,train,Hindi,#0F10EA
3.8639135,-5.8697047,23.491808,2,train,Hindi,#0F10EA
-22.20071,-2.710034,-5.7448034,2,train,Hindi,#0F10EA
-0.7065776,-32.071804,-1.4756591,2,train,Hindi,#0F10EA
-16.119905,-0.17167039,9.151161,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
8.726767,-10.476122,10.327225,2,train,Hindi,#0F10EA
6.3782167,-21.694813,-2.5625134,2,train,Hindi,#0F10EA
-17.492092,-6.580353,7.999184,2,train,Hindi,#0F10EA
-6.2344646,-7.086097,4.989251,2,train,Hindi,#0F10EA
3.9974024,-5.7972865,-0.14729437,2,train,Hindi,#0F10EA
4.4313116,-9.170247,-16.41867,2,train,Hindi,#0F10EA
-31.720888,6.0289555,-2.798379,2,train,Hindi,#0F10EA
-2.2096462,-22.803652,9.328647,2,train,Hindi,#0F10EA
-29.546713,3.8650522,-1.128214,2,train,Hindi,#0F10EA
13.257586,10.958636,-2.2573068,2,train,Hindi,#0F10EA
4.480715,1.9631392,28.949009,2,train,Hindi,#0F10EA
5.9405265,6.916989,22.703566,2,train,Hindi,#0F10EA
-2.4818637,-10.732469,7.899783,2,train,Hindi,#0F10EA
4.2674327,-7.4524884,23.153093,2,train,Hindi,#0F10EA
18.954308,-8.368696,-2.7718916,2,train,Hindi,#0F10EA
19.065668,-6.9742146,-18.590878,2,train,Hindi,#0F10EA
-3.4069736,14.521072,1.4327356,2,train,Hindi,#0F10EA
2.3767633,-4.7366385,21.806705,2,train,Hindi,#0F10EA
3.5127327,17.877079,-10.069542,2,train,Hindi,#0F10EA
1.2903495,-20.660248,7.122595,2,train,Hindi,#0F10EA
-6.725121,12.198383,5.766951,2,train,Hindi,#0F10EA
-6.78889,2.9291673,-14.148991,2,train,Hindi,#0F10EA
-1.2729461,8.719136,-0.34523293,2,train,Hindi,#0F10EA
0.029601162,-22.143093,14.553286,2,train,Hindi,#0F10EA
12.440827,7.477428,-9.056578,2,train,Hindi,#0F10EA
3.065363,3.4822814,-8.597648,2,train,Hindi,#0F10EA
0.9758501,-6.6155996,-14.0904255,2,train,Hindi,#0F10EA
8.311692,25.468718,-0.80424416,2,train,Hindi,#0F10EA
8.308834,6.691,-12.475807,2,train,Hindi,#0F10EA
-28.457138,-5.215776,5.9719744,2,train,Hindi,#0F10EA
-2.74049,5.483349,-2.586309,2,train,Hindi,#0F10EA
7.724103,-27.202618,-2.7079425,2,train,Hindi,#0F10EA
11.279002,-5.9541554,-14.554041,2,train,Hindi,#0F10EA
14.071522,3.5319047,7.6783156,2,train,Hindi,#0F10EA
0.7023181,-19.699284,11.21136,2,train,Hindi,#0F10EA
-28.759354,-1.3587936,8.469131,2,train,Hindi,#0F10EA
6.9060264,-15.308386,-15.1918335,2,train,Hindi,#0F10EA
3.492563,16.623823,-11.514396,2,train,Hindi,#0F10EA
4.1978145,-2.1991162,-13.298508,2,train,Hindi,#0F10EA
2.6674104,4.014685,14.737712,2,train,Hindi,#0F10EA
8.521164,3.426548,-22.470415,2,train,Hindi,#0F10EA
-27.024328,-2.8372023,8.498163,2,train,Hindi,#0F10EA
3.9485745,2.97652,27.252638,2,train,Hindi,#0F10EA
27.222452,6.3976088,0.69601953,2,train,Hindi,#0F10EA
1.018623,-22.711702,11.369499,2,train,Hindi,#0F10EA
-2.0786982,-11.786662,-0.8846556,2,train,Hindi,#0F10EA
3.4680474,2.6553578,10.564414,2,train,Hindi,#0F10EA
-29.981245,-1.7975351,7.246891,2,train,Hindi,#0F10EA
-4.2639947,14.9536705,1.5531018,2,train,Hindi,#0F10EA
2.1259859,-1.6040335,18.750727,2,train,Hindi,#0F10EA
-2.5139534,9.943415,-7.1753654,2,train,Hindi,#0F10EA
-8.407672,10.787659,-4.0679502,2,train,Hindi,#0F10EA
-29.239477,9.0353,-0.7979192,2,train,Hindi,#0F10EA
-11.681605,9.007963,10.003268,2,train,Hindi,#0F10EA
7.7231593,-12.4933405,-11.814063,2,train,Hindi,#0F10EA
-0.40941942,-17.28656,5.913429,2,train,Hindi,#0F10EA
9.747279,2.7659917,-5.4835043,2,train,Hindi,#0F10EA
16.912199,-7.050486,16.24995,2,train,Hindi,#0F10EA
2.9513931,3.8935719,-6.0314884,2,train,Hindi,#0F10EA
15.424931,-9.658623,-7.027359,2,train,Hindi,#0F10EA
-3.0625384,17.794838,2.8356361,2,train,Hindi,#0F10EA
21.612968,-5.4083714,-10.569052,2,train,Hindi,#0F10EA
-0.5183244,8.741425,23.492311,2,train,Hindi,#0F10EA
4.950074,26.595448,-2.498974,2,train,Hindi,#0F10EA
-6.538089,6.2459235,0.4065917,2,train,Hindi,#0F10EA
-29.546713,3.8650522,-1.128214,2,train,Hindi,#0F10EA
-11.411194,-2.5363965,11.757253,2,train,Hindi,#0F10EA
-28.729406,3.2750976,2.1513972,2,train,Hindi,#0F10EA
7.894473,-11.375608,9.234214,2,train,Hindi,#0F10EA
-4.8986692,16.878752,1.1114855,2,train,Hindi,#0F10EA
7.7014174,9.222897,-9.465745,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
28.608532,1.6934937,-1.7195138,2,train,Hindi,#0F10EA
21.705988,-1.8997024,-16.469885,2,train,Hindi,#0F10EA
7.5403385,-12.265589,6.8626666,2,train,Hindi,#0F10EA
24.956934,-7.2622375,2.1678941,2,train,Hindi,#0F10EA
-15.113165,-1.2886964,5.569884,2,train,Hindi,#0F10EA
20.522099,-16.074097,0.6667523,2,train,Hindi,#0F10EA
14.104094,3.4211729,1.7101712,2,train,Hindi,#0F10EA
4.0875254,18.078484,-11.53754,2,train,Hindi,#0F10EA
2.8181841,18.797312,-12.158872,2,train,Hindi,#0F10EA
-12.070728,-4.7426167,3.5619452,2,train,Hindi,#0F10EA
-12.665652,6.828757,6.2843556,2,train,Hindi,#0F10EA
3.828976,27.941212,-0.6119155,2,train,Hindi,#0F10EA
8.311692,25.468718,-0.80424416,2,train,Hindi,#0F10EA
4.6094627,-13.506057,24.690937,2,train,Hindi,#0F10EA
2.9573202,2.1514194,29.978756,2,train,Hindi,#0F10EA
16.005348,-7.7023973,12.720306,2,train,Hindi,#0F10EA
14.254507,-12.888294,-12.303993,2,train,Hindi,#0F10EA
-0.7065776,-32.071804,-1.4756591,2,train,Hindi,#0F10EA
5.6840196,11.440602,6.2493386,2,train,Hindi,#0F10EA
-11.791125,4.7940445,9.89508,2,train,Hindi,#0F10EA
-2.6028812,-12.691661,-5.5551186,2,train,Hindi,#0F10EA
-6.1180954,1.4042163,-15.851514,2,train,Hindi,#0F10EA
10.973933,9.0293455,-19.544876,2,train,Hindi,#0F10EA
-1.526728,-3.3381526,-0.6698165,2,train,Hindi,#0F10EA
-0.5324607,-28.670109,12.470652,2,train,Hindi,#0F10EA
-9.1860485,15.245977,-23.35556,2,train,Hindi,#0F10EA
-0.76810896,-20.403265,3.2779667,2,train,Hindi,#0F10EA
-14.052646,-1.0644199,5.150607,2,train,Hindi,#0F10EA
-5.614325,16.901146,1.0611938,2,train,Hindi,#0F10EA
5.594411,-7.2485094,30.316477,2,train,Hindi,#0F10EA
18.782297,-8.903093,-18.393093,2,train,Hindi,#0F10EA
-11.97942,8.639437,7.874034,2,train,Hindi,#0F10EA
1.5406444,2.2232945,-24.225616,2,train,Hindi,#0F10EA
23.774551,-4.3602805,2.3872252,2,train,Hindi,#0F10EA
21.149115,-1.9761984,6.223229,2,train,Hindi,#0F10EA
1.0021856,9.4531,-10.242345,2,train,Hindi,#0F10EA
1.9203547,-16.381678,-2.8619728,2,train,Hindi,#0F10EA
5.369368,10.990409,6.3580976,2,train,Hindi,#0F10EA
21.021532,-16.144476,4.7367225,2,train,Hindi,#0F10EA
8.398567,-17.403858,-9.725069,2,train,Hindi,#0F10EA
-0.69677657,-4.647788,-11.847724,2,train,Hindi,#0F10EA
-9.734834,6.8800926,-27.190178,2,train,Hindi,#0F10EA
19.371603,2.0065918,-15.780269,2,train,Hindi,#0F10EA
